1720183993.270		2092454	6812	58	2085563	21	2091962	1024	220	0	200
1720183991.141		4257099	486171	42	3770842	44	4256912	1024	219	0	200
1720183992.437		2994146	2714	28	2991376	28	2993922	1024	220	0	200
1720183993.932		1789864	2204	27	1787612	21	1789650	1024	220	0	200
1720183991.896		3877621	1551	18	3876036	16	3877482	1024	220	0	200
1720183993.615		2159237	4615	46	2154552	24	2158896	1024	219	0	200
1720183992.883		2943678	1402	39	2942083	154	2943369	1024	220	0	200
1720183994.226		1630970	4244	124	1626586	16	1630534	1024	220	0	200
1720183994.760		1743234	3969	66	1739174	25	1742918	1024	220	0	200
1720183994.501		2284636	5866	50	2278612	108	2284165	1024	220	0	200
1720183995.241		1728303	2223	61	1725992	27	1728072	1024	220	0	200
1720183995.466		1573312	1584	13	1571700	15	1573189	1024	220	0	200
1720183995.682		1515207	1958	38	1513182	29	1515026	1024	220	0	200
1720183995.007		2394043	1502	29	2392497	15	2393894	1024	219	0	200
1720183996.092		1502402	2560	28	1499799	15	1502147	1024	219	0	200
1720183995.891		1758673	1428	14	1757212	19	1758545	1024	220	0	200
1720183996.286		1614315	5248	87	1608962	18	1613830	1024	220	0	200
1720183996.477		1759749	4845	56	1754827	21	1759331	1024	220	0	200
1720183996.660		1644570	4504	36	1640015	15	1644231	1024	220	0	200
1720183996.838		1543551	2532	23	1540967	29	1543343	1024	220	0	200
1720183997.013		1705984	1350	13	1704583	38	1705834	1024	219	0	200
1720183997.183		2135975	4331	39	2131568	37	2135670	1024	220	0	200
1720183997.350		1990996	6475	90	1984413	18	1990483	1024	220	0	200
1720183997.512		1984476	1577	14	1982868	17	1984351	1024	220	0	200
1720183997.673		1970182	1384	15	1968692	91	1969976	1024	220	0	200
1720183997.829		1942402	3718	73	1938582	29	1942106	1024	219	0	200
1720183997.981		2027481	1840	16	2025583	42	2027300	1024	220	0	200
1720183998.132		2192522	4515	306	2187669	32	2191951	1024	220	0	200
1720183998.425		1939441	4625	73	1934698	45	1939021	1024	220	0	200
1720183998.279		2752454	1523	14	2750886	31	2752305	1024	220	0	200
1720183998.566		2619893	5756	143	2613971	23	2619478	1024	219	0	200
1720183999.505		1811453	1417	16	1809972	48	1811279	1024	220	0	200
1720183998.708		2781872	5375	113	2776359	25	2781336	1024	220	0	200
1720183999.633		1990659	6007	126	1984507	19	1990126	1024	220	0	200
1720183999.758		1875167	3362	31	1871757	17	1874871	1024	220	0	200
1720183998.845		2823595	5740	98	2817700	57	2823094	1024	220	0	200
1720184000.478		1535663	5744	47	1529857	15	1535267	1024	219	0	200
1720183998.982		3090058	1628	15	3088390	25	3089916	1024	220	0	200
1720184000.004		2111253	4741	62	2106434	16	2110867	1024	220	0	200
1720184000.360		1765115	1594	15	1763482	24	1764937	1024	220	0	200
1720183999.116		3055475	5565	48	3049846	16	3055115	1024	220	0	200
1720183999.248		3126010	54047	815	3071122	26	3075911	1024	219	0	200
1720184001.041		1583365	2741	43	1580564	17	1583117	1024	219	0	200
1720183999.378		3417457	1486	43	3415907	21	3417297	1024	220	0	200
1720184000.124		2839791	2979	60	2836733	19	2839538	1024	220	0	200
1720184001.367		1644554	1762	24	1642734	34	1644361	1024	220	0	200
1720184001.259		1755641	1787	18	1753821	15	1755493	1024	220	0	200
1720184001.473		1574213	1755	20	1572423	15	1574076	1024	220	0	200
1720183999.882		3537497	1766	16	3535698	17	3537346	1024	219	0	200
1720184001.684		1781950	1346	31	1780541	32	1781780	1024	220	0	200
1720184001.889		1645556	1552	31	1643956	17	1645409	1024	220	0	200
1720184001.787		1768350	1347	29	1766943	31	1768190	1024	220	0	200
1720184000.243		3323938	1799	17	3322103	19	3323789	1024	220	0	200
1720184001.992		1623805	1375	13	1622400	17	1623681	1024	220	0	200
1720184002.192		1526796	1394	18	1525358	26	1526648	1024	220	0	200
1720184002.093		1657636	1397	14	1656210	15	1657508	1024	219	0	200
1720184002.291		1462704	1647	15	1461022	20	1462557	1024	220	0	200
1720184000.593		3206000	3192	53	3202736	19	3205753	1024	220	0	200
1720184002.389		1539487	1634	14	1537773	66	1539291	1024	220	0	200
1720184000.707		3367111	1394	13	3365687	17	3366983	1024	220	0	200
1720184002.681		1567235	1544	15	1565651	25	1567094	1024	220	0	200
1720184002.777		1538907	3777	66	1535050	14	1538591	1024	220	0	200
1720184002.488		1910647	3245	132	1907254	16	1910305	1024	220	0	200
1720184003.058		1416035	1862	31	1414124	18	1415887	1024	219	0	200
1720184000.819		3678677	2604	25	3676032	16	3678456	1024	220	0	200
1720184003.151		1419045	1333	14	1417679	19	1418920	1024	220	0	200
1720184003.243		1472561	1475	14	1471055	17	1472434	1024	220	0	200
1720184002.965		1755883	1095	33	1754739	16	1755753	1024	220	0	200
1720184000.931		4066552	2483	24	4064027	18	4066359	1024	220	0	200
1720184003.517		1494845	1409	13	1493399	24	1494688	1024	219	0	200
1720184003.606		1612752	1295	15	1611426	16	1612607	1024	220	0	200
1720184003.695		1630324	1533	14	1628762	15	1630192	1024	220	0	200
1720184003.427		1923545	1384	17	1922129	15	1923421	1024	220	0	200
1720184003.871		1559285	1351	30	1557888	16	1559148	1024	220	0	200
1720184003.960		1573792	1436	14	1572309	33	1573611	1024	219	0	200
1720184003.783		1793004	1478	31	1791479	16	1792865	1024	220	0	200
1720184001.151		4443493	1205	13	4442258	17	4443374	1024	220	0	200
1720184004.045		1588532	1525	14	1586974	19	1588391	1024	220	0	200
1720184002.584		3350511	3395	32	3347067	17	3350263	1024	219	0	200
1720184004.388		1588586	1623	19	1586928	16	1588451	1024	219	0	200
1720184004.218		1772457	1403	14	1771018	22	1772314	1024	220	0	200
1720184001.579		4432499	1471	14	4430972	42	4432341	1024	219	0	200
1720184004.133		1907639	1534	14	1906075	16	1907517	1024	220	0	200
1720184004.304		1868860	1506	13	1867325	16	1868738	1024	220	0	200
1720184004.473		1797366	1611	33	1795706	16	1797215	1024	220	0	200
1720184002.871		3543825	1304	13	3542482	26	3543684	1024	220	0	200
1720184004.556		1899889	1460	36	1898374	19	1899734	1024	220	0	200
1720184004.639		1846220	1443	14	1844745	18	1846094	1024	220	0	200
1720184004.805		1824848	6981	59	1817789	19	1824428	1024	219	0	200
1720184004.722		1917500	1226	17	1916241	16	1917385	1024	220	0	200
1720184003.336		3340102	1452	16	3338618	16	3339977	1024	220	0	200
1720184005.050		1738593	1377	47	1737152	17	1738418	1024	220	0	200
1720184004.888		1903739	1368	14	1902344	13	1903613	1024	220	0	200
1720184004.969		1870077	1370	13	1868679	15	1869953	1024	220	0	200
1720184005.130		1867741	1507	13	1866199	22	1867607	1024	220	0	200
1720184005.210		2028174	1691	17	2026453	13	2028033	1024	219	0	200
1720184005.290		2007083	1652	32	2005381	18	2006929	1024	220	0	200
1720184005.449		1935919	1594	21	1934283	21	1935770	1024	220	0	200
1720184005.370		2105477	1537	15	2103903	22	2105248	1024	220	0	200
1720184005.528		1994979	50164	17	1944773	25	1946252	1024	220	0	200
1720184005.683		1886202	1323	18	1884838	23	1885934	1024	220	0	200
1720184005.760		1862101	6320	36	1855725	20	1861670	1024	220	0	200
1720184005.606		2044873	1360	16	2043455	42	2044706	1024	219	0	200
1720184005.990		2086035	1576	16	2084423	20	2085886	1024	219	0	200
1720184006.067		2229348	6349	187	2222791	21	2228722	1024	220	0	200
1720184006.368		1948783	2996	27	1945743	17	1948494	1024	219	0	200
1720184005.837		2509347	1356	29	2507940	22	2509196	1024	220	0	200
1720184005.914		2469628	1721	17	2467871	19	2469454	1024	220	0	200
1720184006.143		2308046	1801	17	2306182	46	2307871	1024	220	0	200
1720184006.218		2396936	1641	23	2395237	35	2396768	1024	220	0	200
1720184006.293		2374857	1293	13	2373521	30	2374713	1024	220	0	200
1720184006.442		2536001	1287	17	2534652	45	2535830	1024	220	0	200
1720184006.516		2479595	1749	42	2477786	18	2479413	1024	220	0	200
1720184006.807		2205795	1416	16	2204349	14	2205670	1024	220	0	200
1720184007.096		1970170	2284	20	1967845	21	1970007	1024	219	0	200
1720184006.952		2116436	1709	15	2114700	12	2116315	1024	220	0	200
1720184006.735		2338446	1473	27	2336930	16	2338296	1024	219	0	200
1720184006.589		2512297	1328	17	2510926	26	2512151	1024	220	0	200
1720184007.377		1929418	1584	22	1927763	49	1929236	1024	220	0	200
1720184006.662		2667545	1931	35	2665561	18	2667331	1024	220	0	200
1720184007.023		2313031	1521	14	2311478	18	2312852	1024	220	0	200
1720184006.879		2598201	1469	16	2596698	18	2598059	1024	220	0	200
1720184007.656		1857685	1334	18	1856319	14	1857558	1024	220	0	200
1720184007.587		1974333	2070	23	1972220	20	1974156	1024	220	0	200
1720184007.237		2387612	1745	21	2385827	19	2387382	1024	220	0	200
1720184007.517		2122712	1422	35	2121236	19	2122559	1024	220	0	200
1720184007.725		1930471	1323	18	1929114	16	1930333	1024	220	0	200
1720184007.794		1948336	1726	24	1946567	19	1948149	1024	219	0	200
1720184007.307		2533308	1272	16	2532004	16	2533173	1024	220	0	200
1720184007.166		2825695	2268	25	2823382	20	2825441	1024	220	0	200
1720184008.066		2008404	1373	17	2006993	21	2008262	1024	220	0	200
1720184007.447		2740520	1608	17	2738880	15	2740355	1024	219	0	200
1720184008.266		2060161	1342	18	2058782	19	2060018	1024	220	0	200
1720184008.332		2014676	1283	32	2013325	36	2014485	1024	220	0	200
1720184008.465		1926525	1393	31	1925063	38	1926352	1024	219	0	200
1720184008.662		1816191	1696	27	1814394	74	1815974	1024	220	0	200
1720184008.400		2136409	1636	18	2134739	16	2136243	1024	220	0	200
1720184007.861		2800074	1577	42	2798439	16	2799906	1024	220	0	200
1720184008.727		1955704	1502	13	1954152	37	1955549	1024	220	0	200
1720184008.532		2170365	1483	37	2168829	16	2170209	1024	220	0	200
1720184009.051		1723185	1563	29	1721555	38	1723003	1024	220	0	200
1720184008.985		1955661	1886	67	1953695	13	1955434	1024	220	0	200
1720184009.178		1783236	1244	16	1781945	31	1783064	1024	220	0	200
1720184009.114		2054442	1755	19	2052634	34	2054242	1024	219	0	200
1720184009.368		1971253	1537	14	1969686	16	1971117	1024	220	0	200
1720184009.241		2111997	1481	13	2110483	20	2111881	1024	220	0	200
1720184007.929		3445182	2147	17	3443003	15	3445021	1024	220	0	200
1720184009.305		2102916	1903	16	2100978	19	2102736	1024	220	0	200
1720184009.431		2019441	2573	60	2016766	42	2019166	1024	219	0	200
1720184007.997		3601494	1463	27	3599987	17	3601342	1024	220	0	200
1720184009.618		2002781	1487	15	2001255	24	2002606	1024	220	0	200
1720184009.492		2233654	1302	15	2232322	15	2233529	1024	220	0	200
1720184009.680		2070267	1540	17	2068687	23	2070128	1024	220	0	200
1720184009.556		2273706	1239	16	2272436	15	2273568	1024	220	0	200
1720184009.925		1910672	1492	12	1909142	26	1910534	1024	220	0	200
1720184009.802		2104178	1682	15	2102465	16	2104046	1024	220	0	200
1720184009.742		2221133	1297	16	2219797	23	2220992	1024	219	0	200
1720184009.986		2039702	1817	16	2037821	48	2039518	1024	220	0	200
1720184009.865		2243582	1785	31	2241751	15	2243389	1024	220	0	200
1720184010.047		2165611	7631	367	2157598	15	2164746	1024	219	0	200
1720184010.230		2033824	8673	201	2024936	14	2033246	1024	220	0	200
1720184008.132		4150928	1394	14	4149491	29	4150767	1024	219	0	200
1720184010.108		2177216	1516	14	2175672	14	2177094	1024	220	0	200
1720184010.168		2128702	1576	13	2127088	25	2128556	1024	220	0	200
1720184010.350		2165570	1809	13	2163729	19	2165383	1024	219	0	200
1720184010.528		1998763	1753	36	1996951	23	1998583	1024	220	0	200
1720184010.409		2178703	1805	35	2176846	17	2178531	1024	220	0	200
1720184010.468		2223382	5059	50	2218193	80	2222917	1024	220	0	200
1720184010.587		2116663	1504	13	2115130	16	2116537	1024	220	0	200
1720184010.764		1977229	1352	13	1975849	15	1977104	1024	220	0	200
1720184010.647		2132585	1729	22	2130816	18	2132428	1024	219	0	200
1720184008.199		4627084	1426	14	4625628	16	4626955	1024	220	0	200
1720184010.706		2128511	1214	29	2127231	37	2128322	1024	220	0	200
1720184010.939		2023347	1497	14	2021820	16	2023216	1024	219	0	200
1720184010.823		2139287	1476	30	2137769	12	2139151	1024	220	0	200
1720184008.596		4377116	1973	32	4375085	26	4376951	1024	220	0	200
1720184011.172		1977538	1645	12	1975866	15	1977367	1024	220	0	200
1720184010.997		2156848	1523	12	2155291	22	2156711	1024	220	0	200
1720184011.458		1951841	2021	18	1949786	16	1951651	1024	220	0	200
1720184011.401		2023776	1948	15	2021792	21	2023639	1024	220	0	200
1720184011.343		2093814	1361	13	2092411	29	2093682	1024	220	0	200
1720184011.515		1931708	1444	16	1930227	21	1931565	1024	219	0	200
1720184011.571		1901915	1393	29	1900476	17	1901773	1024	220	0	200
1720184011.683		1848702	1699	51	1846937	15	1848501	1024	220	0	200
1720184011.628		1927224	1263	29	1925917	15	1927086	1024	220	0	200
1720184008.792		4873391	1591	36	4871748	16	4873232	1024	219	0	200
1720184011.739		1943086	1391	34	1941641	20	1942933	1024	220	0	200
1720184011.795		1948204	1434	12	1946733	25	1948077	1024	219	0	200
1720184008.922		4936914	1594	13	4935290	17	4936787	1024	220	0	200
1720184012.129		1825316	1491	14	1823796	15	1825189	1024	220	0	200
1720184011.851		2157441	1367	18	2156040	16	2157302	1024	220	0	200
1720184012.074		1968945	1350	14	1967567	14	1968820	1024	219	0	200
1720184011.963		2190715	1220	15	2189458	22	2190564	1024	220	0	200
1720184011.908		2279541	1127	26	2278370	18	2279415	1024	220	0	200
1720184012.183		2054469	1620	20	2052805	24	2054326	1024	220	0	200
1720184012.019		2292480	5582	209	2286672	17	2291774	1024	220	0	200
